neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
50,40.67248,-73.92962,70,5,2,1.54,7,308,2019,6,1,High,True,False,False,False,True,False,0
203,40.84751,-73.93864,45,2,1,0.34,1,35,2019,4,1,Low,False,True,False,False,True,False,0
93,40.76195,-73.98771,260,2,14,4.24,1,212,2019,6,1,Low,False,True,False,False,False,False,1
7,40.63238,-74.02382,53,1,22,5.32,1,83,2019,6,1,Low,True,False,False,False,True,False,0
199,40.8022,-73.96483,97,15,0,0.0,12,179,0,0,0,High,False,True,False,False,True,False,1
4,40.76235,-73.92138,140,2,16,4.21,2,79,2019,6,1,Medium,False,False,True,False,False,False,0
206,40.7304,-74.00301,321,30,0,0.0,232,310,0,0,0,High,False,True,False,False,False,False,1
79,40.68637,-73.97431,25,2,8,1.95,5,32,2019,6,1,Medium,True,False,False,False,False,True,0
12,40.68533,-73.95278,104,1,15,3.66,5,48,2019,6,1,Medium,True,False,False,False,False,False,0
93,40.76926,-73.98746,95,1,14,3.5,1,7,2019,6,1,Low,False,True,False,False,True,False,0
12,40.68571,-73.95265,90,1,10,2.42,5,50,2019,6,1,Medium,True,False,False,False,False,False,0
27,40.68881,-73.91992,50,5,18,7.01,1,12,2019,6,1,Low,True,False,False,False,True,False,0
12,40.69148,-73.94994,300,5,1,0.42,1,4,2019,4,1,Low,True,False,False,False,False,False,1
132,40.81058,-73.9069,80,5,0,0.0,1,179,0,0,0,Low,False,False,False,False,True,False,0
125,40.75628,-73.97072,375,1,2,1.13,11,179,2019,6,1,High,False,True,False,False,True,False,1
110,40.74068,-73.97848,40,30,0,0.0,1,83,0,0,0,Low,False,True,False,False,True,False,0
199,40.8022,-73.9666,325,7,8,2.53,1,176,2019,6,1,Low,False,True,False,False,False,False,1
199,40.78493,-73.97294,175,5,7,2.44,1,19,2019,7,1,Low,False,True,False,False,False,False,0
103,40.681,-73.79592,33,1,3,0.74,2,189,2019,5,1,Medium,False,False,True,False,True,False,0
103,40.68816,-73.78974,170,3,8,2.79,2,336,2019,6,1,Medium,False,False,True,False,False,False,0
156,40.6622,-73.96208,130,30,0,0.0,1,129,0,0,0,Low,True,False,False,False,False,False,0
135,40.74896,-73.97521,212,29,0,0.0,327,330,0,0,0,High,False,True,False,False,False,False,1
79,40.6865,-73.9729,38,2,3,0.81,5,31,2019,5,1,Medium,True,False,False,False,False,True,0
12,40.69271,-73.93799,42,5,3,0.76,3,23,2019,5,1,Medium,True,False,False,False,True,False,0
206,40.73341,-74.00444,197,2,3,3.0,1,2,2019,6,1,Low,False,True,False,False,False,False,0
211,40.72136,-73.95532,160,2,1,0.41,1,350,2019,4,1,Low,True,False,False,False,False,False,0
30,40.68133,-73.99944,80,2,20,5.5,2,154,2019,6,1,Medium,True,False,False,False,True,False,0
12,40.68725,-73.94625,48,1,20,5.04,2,242,2019,7,1,Medium,True,False,False,False,True,False,0
4,40.75492,-73.91548,100,4,0,0.0,1,114,0,0,0,Low,False,False,True,False,True,False,0
12,40.68779,-73.92131,125,1,0,0.0,1,116,0,0,0,Low,True,False,False,False,False,False,0
115,40.74881,-73.94316,130,3,1,0.5,7,24,2019,5,1,High,False,False,True,False,False,False,0
211,40.72124,-73.95984,400,2,10,2.63,2,351,2019,6,1,Medium,True,False,False,False,False,False,1
198,40.76174,-73.96625,90,3,1,0.25,1,8,2019,3,1,Low,False,True,False,False,True,False,0
19,40.62688,-73.99795,50,3,1,0.25,1,177,2019,3,1,Low,True,False,False,False,False,True,0
12,40.68274,-73.91272,45,1,5,1.28,1,37,2019,6,1,Low,True,False,False,False,True,False,0
50,40.67041,-73.9463,239,1,1,0.58,1,364,2019,5,1,Low,True,False,False,False,True,False,1
51,40.68258,-73.87731,50,7,1,0.52,2,365,2019,5,1,Medium,True,False,False,False,True,False,0
53,40.77558,-73.90941,50,3,13,3.71,2,220,2019,6,1,Medium,False,False,True,False,True,False,0
59,40.66346,-73.93572,149,3,1,1.0,1,170,2019,6,1,Low,True,False,False,False,False,False,0
27,40.69835,-73.93258,33,2,3,0.75,1,188,2019,3,1,Low,True,False,False,False,True,False,0
183,40.63894,-74.08069,100,1,1,1.0,2,365,2019,6,1,Medium,False,False,False,True,True,False,0
125,40.75544,-73.9829,177,29,0,0.0,327,354,0,0,0,High,False,True,False,False,False,False,1
92,40.82757,-73.94915,64,2,15,3.78,2,48,2019,7,1,Medium,False,True,False,False,True,False,0
4,40.76449,-73.91996,30,1,7,4.12,1,320,2019,6,1,Low,False,False,True,False,False,True,0
59,40.64922,-73.93301,35,1,31,8.02,3,66,2019,7,1,Medium,True,False,False,False,True,False,0
63,40.72504,-73.98327,68,1,31,7.69,4,94,2019,7,1,Medium,False,True,False,False,True,False,0
110,40.74367,-73.97551,44,2,3,0.79,3,324,2019,6,1,Medium,False,True,False,False,False,True,0
12,40.6901,-73.95139,60,2,1,0.54,2,189,2019,5,1,Medium,True,False,False,False,True,False,0
188,40.75731,-73.98326,177,29,1,1.0,327,343,2019,6,1,High,False,True,False,False,False,False,1
211,40.72055,-73.95825,300,2,0,0.0,1,95,0,0,0,Low,True,False,False,False,False,False,1
72,40.70937,-74.00531,300,3,0,0.0,2,365,0,0,0,Medium,False,True,False,False,True,False,1
132,40.80981,-73.92031,39,1,9,3.38,1,176,2019,7,1,Low,False,False,False,False,True,False,0
110,40.73882,-73.98291,219,1,18,4.46,1,292,2019,7,1,Low,False,True,False,False,False,False,0
27,40.68624,-73.9144,80,30,2,0.5,26,317,2019,5,1,High,True,False,False,False,False,False,1
157,40.71324,-73.73318,70,1,4,1.6,1,88,2019,6,1,Low,False,False,True,False,True,False,0
131,40.82398,-73.90894,77,1,0,0.0,4,90,0,0,0,Medium,False,False,False,False,False,True,0
131,40.82575,-73.90993,80,1,0,0.0,4,365,0,0,0,Medium,False,False,False,False,True,False,0
12,40.68224,-73.92097,60,3,4,2.22,2,316,2019,7,1,Medium,True,False,False,False,True,False,0
12,40.67721,-73.91404,47,30,0,0.0,5,317,0,0,0,Medium,True,False,False,False,True,False,0
46,40.82913,-73.92236,50,1,7,1.84,1,265,2019,6,1,Low,False,False,False,False,True,False,0
102,40.75196,-73.86893,260,2,14,5.0,1,32,2019,7,1,Low,False,False,True,False,False,False,1
156,40.66066,-73.94458,159,3,16,5.78,1,10,2019,6,1,Low,True,False,False,False,False,False,0
191,40.63476,-74.0894,55,3,3,1.11,3,61,2019,6,1,Medium,False,False,False,True,True,False,0
93,40.76094,-73.99129,120,4,8,3.0,2,275,2019,6,1,Medium,False,True,False,False,True,False,0
7,40.63189,-74.02322,135,1,14,3.59,1,271,2019,6,1,Low,True,False,False,False,False,False,0
188,40.76219,-73.98564,325,2,16,4.57,4,304,2019,6,1,Medium,False,True,False,False,False,False,1
12,40.68443,-73.93167,190,2,5,2.94,1,86,2019,6,1,Low,True,False,False,False,False,False,0
92,40.82195,-73.95572,52,30,1,1.0,2,365,2019,6,1,Medium,False,True,False,False,True,False,0
27,40.70311,-73.92514,60,1,12,3.64,1,9,2019,6,1,Low,True,False,False,False,True,False,0
198,40.76142,-73.96493,199,1,1,0.26,1,5,2019,3,1,Low,False,True,False,False,False,False,0
211,40.711,-73.96218,200,180,0,0.0,1,365,0,0,0,Low,True,False,False,False,False,False,0
102,40.75093,-73.87507,45,2,7,1.74,6,64,2019,6,1,High,False,False,True,False,True,False,0
51,40.68355,-73.8765,60,1,1,0.57,1,89,2019,5,1,Low,True,False,False,False,True,False,0
153,40.63517,-74.13352,52,1,3,0.93,3,365,2019,6,1,Medium,False,False,False,True,True,False,0
102,40.75157,-73.87639,45,2,6,1.54,6,66,2019,6,1,High,False,False,True,False,True,False,0
107,40.713,-73.83101,45,2,16,4.1,2,6,2019,7,1,Medium,False,False,True,False,True,False,0
27,40.69872,-73.93461,49,1,18,4.74,2,158,2019,7,1,Medium,True,False,False,False,True,False,0
27,40.69929,-73.93602,55,1,16,4.36,2,169,2019,7,1,Medium,True,False,False,False,True,False,0
107,40.71222,-73.83297,35,2,2,2.0,2,34,2019,6,1,Medium,False,False,True,False,False,True,0
27,40.69825,-73.93029,60,2,4,1.0,1,61,2019,5,1,Low,True,False,False,False,True,False,0
92,40.82791,-73.94752,65,2,6,2.07,1,72,2019,7,1,Low,False,True,False,False,True,False,0
27,40.69387,-73.91826,33,30,0,0.0,2,54,0,0,0,Medium,True,False,False,False,True,False,0
196,40.82661,-73.8571,100,2,16,4.32,2,161,2019,6,1,Medium,False,False,False,False,False,False,0
203,40.84505,-73.93779,45,1,23,5.95,3,217,2019,6,1,Medium,False,True,False,False,True,False,0
187,40.6417,-74.01892,95,2,0,0.0,1,137,0,0,0,Low,True,False,False,False,True,False,0
199,40.78812,-73.97091,175,2,0,0.0,1,66,0,0,0,Low,False,True,False,False,True,False,0
93,40.76186,-73.99714,446,30,0,0.0,232,325,0,0,0,High,False,True,False,False,False,False,1
93,40.76135,-73.98698,140,3,3,1.67,3,45,2019,6,1,Medium,False,True,False,False,True,False,0
152,40.80643,-73.92783,110,14,0,0.0,1,88,0,0,0,Low,False,False,False,False,False,False,0
180,40.66648,-73.7526,65,1,28,7.85,2,340,2019,6,1,Medium,False,False,True,False,True,False,0
172,40.58546,-73.9457,150,21,0,0.0,1,81,0,0,0,Low,True,False,False,False,False,False,0
198,40.78331,-73.94646,99,30,0,0.0,5,332,0,0,0,Medium,False,True,False,False,False,False,0
53,40.77205,-73.91759,55,2,8,2.26,2,110,2019,7,1,Medium,False,False,True,False,True,False,0
63,40.7269,-73.98368,128,4,2,2.0,1,16,2019,7,1,Low,False,True,False,False,False,False,0
60,40.79153,-73.94138,180,1,4,1.54,1,32,2019,6,1,Low,False,True,False,False,False,False,0
178,40.67425,-73.82231,115,1,23,5.95,1,66,2019,6,1,Low,False,False,True,False,False,False,0
63,40.7295,-73.98327,133,30,0,0.0,4,151,0,0,0,Medium,False,True,False,False,False,False,0
27,40.70158,-73.92257,65,2,1,0.28,1,88,2019,3,1,Low,True,False,False,False,True,False,0
40,40.69444,-73.9669,115,2,4,1.29,1,46,2019,6,1,Low,True,False,False,False,False,False,0
27,40.68227,-73.90703,150,2,7,3.62,1,342,2019,6,1,Low,True,False,False,False,False,False,0
196,40.8267,-73.85704,100,2,18,4.78,2,145,2019,6,1,Medium,False,False,False,False,False,False,0
103,40.69911,-73.78196,122,2,3,3.0,1,81,2019,7,1,Low,False,False,True,False,False,False,0
100,40.81731,-73.89052,35,21,0,0.0,4,341,0,0,0,Medium,False,False,False,False,True,False,0
102,40.75091,-73.87612,39,2,22,5.64,6,58,2019,6,1,High,False,False,True,False,True,False,0
27,40.69987,-73.92638,35,20,1,1.0,1,24,2019,7,1,Low,True,False,False,False,True,False,0
67,40.74642,-73.88044,30,1,15,4.84,2,135,2019,7,1,Medium,False,False,True,False,True,False,0
50,40.6745,-73.92612,60,30,0,0.0,1,126,0,0,0,Low,True,False,False,False,True,False,0
117,40.72085,-73.98253,175,1,22,5.5,1,64,2019,6,1,Low,False,True,False,False,False,False,0
92,40.80598,-73.94792,325,1,16,4.21,1,346,2019,7,1,Low,False,True,False,False,False,False,1
53,40.77726,-73.90689,115,1,7,2.26,2,304,2019,6,1,Medium,False,False,True,False,True,False,0
12,40.68671,-73.93886,120,4,8,2.29,1,126,2019,6,1,Low,True,False,False,False,False,False,0
110,40.73867,-73.98039,55,4,0,0.0,1,8,0,0,0,Low,False,True,False,False,False,False,1
184,40.62493,-74.08318,100,7,0,0.0,1,16,0,0,0,Low,False,False,False,True,False,False,0
82,40.7071,-73.86482,50,1,0,0.0,1,177,0,0,0,Low,False,False,True,False,True,False,0
82,40.70504,-73.86933,131,3,11,2.87,1,319,2019,6,1,Low,False,False,True,False,False,False,0
84,40.73488,-73.98585,190,7,10,2.7,1,24,2019,6,1,Low,False,True,False,False,False,False,0
199,40.77348,-73.97994,370,30,0,0.0,1,352,0,0,0,Low,False,True,False,False,False,False,1
199,40.77912,-73.98029,220,30,1,0.75,1,189,2019,5,1,Low,False,True,False,False,False,False,0
198,40.7776,-73.94634,165,1,12,3.03,1,75,2019,6,1,Low,False,True,False,False,False,False,0
50,40.67453,-73.94164,99,1,10,2.75,1,47,2019,6,1,Low,True,False,False,False,True,False,0
63,40.73216,-73.98937,65,4,6,2.07,1,35,2019,6,1,Low,False,True,False,False,False,True,0
89,40.7262,-73.95077,120,5,0,0.0,1,160,0,0,0,Low,True,False,False,False,False,False,0
195,40.71253,-73.99599,145,3,19,5.43,1,42,2019,7,1,Low,False,True,False,False,True,False,0
92,40.80838,-73.94093,90,1,23,6.0,2,254,2019,7,1,Medium,False,True,False,False,True,False,0
50,40.6758,-73.94146,100,3,6,2.17,4,246,2019,5,1,Medium,True,False,False,False,False,False,0
60,40.80808,-73.9405,90,1,18,5.74,2,238,2019,6,1,Medium,False,True,False,False,True,False,0
93,40.76306,-73.98867,65,1,14,3.68,8,206,2019,6,1,High,False,True,False,False,False,True,0
59,40.63213,-73.94559,175,2,6,2.14,3,61,2019,7,1,Medium,True,False,False,False,True,False,0
206,40.73478,-74.00015,170,2,6,1.94,1,3,2019,6,1,Low,False,True,False,False,False,False,0
27,40.69977,-73.93966,35,30,0,0.0,14,341,0,0,0,High,True,False,False,False,False,True,1
27,40.7008,-73.9394,45,30,0,0.0,14,364,0,0,0,High,True,False,False,False,False,True,1
27,40.70001,-73.93914,64,30,0,0.0,14,338,0,0,0,High,True,False,False,False,True,False,1
27,40.70106,-73.93895,80,30,0,0.0,14,342,0,0,0,High,True,False,False,False,True,False,1
175,40.72527,-74.00043,105,1,18,5.57,3,91,2019,6,1,Medium,False,True,False,False,True,False,0
175,40.72542,-74.00156,230,1,2,0.67,3,53,2019,6,1,Medium,False,True,False,False,True,False,1
203,40.83713,-73.94827,65,3,0,0.0,1,87,0,0,0,Low,False,True,False,False,True,False,0
100,40.81724,-73.88878,60,3,2,0.68,4,335,2019,6,1,Medium,False,False,False,False,True,False,0
89,40.73281,-73.95208,170,3,4,1.3,1,157,2019,4,1,Low,True,False,False,False,False,False,0
12,40.69657,-73.94578,65,3,1,0.63,1,119,2019,5,1,Low,True,False,False,False,True,False,0
12,40.67812,-73.91465,95,2,14,4.2,1,275,2019,7,1,Low,True,False,False,False,False,False,0
77,40.8637,-73.89236,107,1,22,6.8,1,339,2019,7,1,Low,False,False,False,False,False,False,0
33,40.74286,-73.99436,209,29,0,0.0,327,326,0,0,0,High,False,True,False,False,False,False,1
12,40.67883,-73.94438,35,7,1,0.37,1,344,2019,4,1,Low,True,False,False,False,False,True,0
34,40.71358,-73.99062,199,3,7,1.88,1,49,2019,6,1,Low,False,True,False,False,False,False,0
199,40.77872,-73.98435,112,30,0,0.0,1,52,0,0,0,Low,False,True,False,False,False,False,0
34,40.71661,-73.99784,200,5,4,1.09,1,72,2019,5,1,Low,False,True,False,False,False,False,0
92,40.82943,-73.9469,50,2,13,3.42,1,65,2019,6,1,Low,False,True,False,False,True,False,0
142,40.72042,-73.99622,100,1,14,5.25,1,30,2019,6,1,Low,False,True,False,False,True,False,0
198,40.78317,-73.94559,185,3,1,0.59,9,92,2019,5,1,High,False,True,False,False,False,False,0
216,40.74299,-73.90295,50,7,4,2.07,1,225,2019,5,1,Low,False,False,True,False,True,False,0
115,40.75038,-73.93904,89,1,12,7.2,1,288,2019,6,1,Low,False,False,True,False,True,False,0
109,40.88298,-73.8987,90,3,5,1.38,1,321,2019,6,1,Low,False,False,False,False,False,False,0
117,40.72141,-73.98866,200,3,8,2.03,1,319,2019,6,1,Low,False,True,False,False,False,False,0
53,40.77253,-73.91476,80,7,3,1.55,1,352,2019,6,1,Low,False,False,True,False,True,False,0
175,40.72697,-74.00409,150,3,13,3.86,1,9,2019,6,1,Low,False,True,False,False,False,False,0
12,40.68151,-73.94781,117,3,10,3.9,2,308,2019,6,1,Medium,True,False,False,False,False,False,0
89,40.73282,-73.95208,117,2,3,1.29,1,15,2019,6,1,Low,True,False,False,False,False,False,0
211,40.71177,-73.95629,180,3,6,1.51,1,38,2019,6,1,Low,True,False,False,False,False,False,0
142,40.72222,-73.99692,150,14,3,2.57,1,36,2019,6,1,Low,False,True,False,False,True,False,0
211,40.71247,-73.94915,93,1,25,7.01,1,234,2019,6,1,Low,True,False,False,False,True,False,0
199,40.79931,-73.96072,75,1,19,5.28,2,58,2019,6,1,Medium,False,True,False,False,True,False,0
211,40.71502,-73.95633,60,5,3,0.99,1,179,2019,5,1,Low,True,False,False,False,True,False,0
12,40.68057,-73.94585,81,1,3,1.32,1,175,2019,6,1,Low,True,False,False,False,True,False,0
211,40.70263,-73.93488,70,5,1,0.37,3,4,2019,4,1,Medium,True,False,False,False,True,False,0
172,40.60331,-73.95082,21,1,2,1.02,1,90,2019,5,1,Low,True,False,False,False,True,False,0
129,40.84615,-73.91546,35,1,25,7.08,1,241,2019,7,1,Low,False,False,False,False,True,False,0
12,40.68682,-73.92837,40,1,32,8.57,6,323,2019,6,1,High,True,False,False,False,True,False,0
166,40.76092,-73.95154,80,6,1,0.77,2,312,2019,5,1,Medium,False,True,False,False,True,False,0
76,40.75977,-73.81289,75,1,10,2.94,6,126,2019,6,1,High,False,False,True,False,True,False,0
163,40.69906,-73.89871,70,1,0,0.0,1,127,0,0,0,Low,False,False,True,False,True,False,0
211,40.70957,-73.94088,168,3,7,3.44,2,190,2019,7,1,Medium,True,False,False,False,False,False,0
58,40.76247,-73.86092,55,2,16,4.36,1,158,2019,7,1,Low,False,False,True,False,True,False,0
211,40.7194,-73.95899,89,2,0,0.0,1,305,0,0,0,Low,True,False,False,False,True,False,0
63,40.72997,-73.98553,62,30,0,0.0,8,341,0,0,0,High,False,True,False,False,True,False,0
63,40.72841,-73.98615,62,30,1,0.77,8,325,2019,5,1,High,False,True,False,False,True,False,0
63,40.72932,-73.98474,68,30,0,0.0,8,336,0,0,0,High,False,True,False,False,True,False,0
63,40.72843,-73.98581,62,30,1,0.71,8,310,2019,5,1,High,False,True,False,False,True,False,0
63,40.72821,-73.98633,62,30,0,0.0,8,310,0,0,0,High,False,True,False,False,True,False,0
92,40.82008,-73.93863,75,2,28,7.3,3,13,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.6847,-73.9435,200,2,3,1.06,1,157,2019,4,1,Low,True,False,False,False,False,False,0
199,40.77278,-73.98068,250,3,3,1.11,1,2,2019,7,1,Low,False,True,False,False,False,False,1
27,40.69679,-73.93405,80,10,0,0.0,1,180,0,0,0,Low,True,False,False,False,True,False,0
4,40.76516,-73.92758,85,2,13,3.79,2,13,2019,6,1,Medium,False,False,True,False,True,False,0
72,40.70754,-74.00683,195,30,13,4.59,1,174,2019,6,1,Low,False,True,False,False,False,False,0
6,40.71092,-74.0177,225,4,2,1.03,1,138,2019,6,1,Low,False,True,False,False,False,False,1
93,40.76448,-73.98895,75,1,20,5.17,5,365,2019,6,1,Medium,False,True,False,False,False,True,0
211,40.70835,-73.94163,90,2,1,0.63,2,9,2019,5,1,Medium,True,False,False,False,True,False,0
93,40.7647,-73.98853,75,1,8,2.16,5,361,2019,6,1,Medium,False,True,False,False,False,True,0
93,40.76441,-73.98838,75,1,6,1.7,5,361,2019,6,1,Medium,False,True,False,False,False,True,0
30,40.68252,-73.99089,143,30,0,0.0,1,181,0,0,0,Low,True,False,False,False,False,False,0
93,40.76592,-73.98769,75,1,5,1.38,5,365,2019,5,1,Medium,False,True,False,False,False,True,0
93,40.76404,-73.98873,75,1,9,2.33,5,363,2019,5,1,Medium,False,True,False,False,False,True,0
188,40.76089,-73.98709,299,1,22,5.69,1,303,2019,6,1,Low,False,True,False,False,True,False,1
58,40.76362,-73.88163,35,1,3,0.78,4,150,2019,6,1,Medium,False,False,True,False,True,False,0
50,40.67165,-73.93143,82,2,2,1.02,2,156,2019,6,1,Medium,True,False,False,False,True,False,0
163,40.70078,-73.9072,60,35,1,0.3,1,64,2019,4,1,Low,False,False,True,False,True,False,0
12,40.68831,-73.94066,46,14,0,0.0,1,37,0,0,0,Low,True,False,False,False,True,False,0
188,40.76057,-73.98455,343,30,0,0.0,232,311,0,0,0,High,False,True,False,False,False,False,1
163,40.70103,-73.91018,80,2,9,3.1,1,53,2019,7,1,Low,False,False,True,False,True,False,0
211,40.71131,-73.95869,150,7,0,0.0,1,129,0,0,0,Low,True,False,False,False,False,False,0
92,40.82364,-73.95433,75,4,5,2.31,1,80,2019,7,1,Low,False,True,False,False,True,False,0
117,40.715,-73.98633,86,1,7,2.84,10,115,2019,6,1,High,False,True,False,False,True,False,0
211,40.71864,-73.96107,319,2,5,1.9,1,47,2019,7,1,Low,True,False,False,False,False,False,1
12,40.68613,-73.9295,100,1,1,0.39,6,356,2019,4,1,High,True,False,False,False,True,False,0
211,40.70984,-73.96366,260,1,24,6.43,1,45,2019,7,1,Low,True,False,False,False,False,False,1
60,40.79342,-73.93889,70,2,3,0.84,3,10,2019,3,1,Medium,False,True,False,False,True,False,0
128,40.80392,-73.95829,100,2,16,4.57,1,38,2019,6,1,Low,False,True,False,False,True,False,0
27,40.69995,-73.93933,64,30,0,0.0,14,364,0,0,0,High,True,False,False,False,True,False,1
92,40.82039,-73.94402,50,3,4,1.97,1,9,2019,5,1,Low,False,True,False,False,True,False,0
12,40.68367,-73.95155,65,2,7,2.02,7,272,2019,6,1,High,True,False,False,False,True,False,0
12,40.6833,-73.95008,65,2,4,1.32,7,347,2019,5,1,High,True,False,False,False,True,False,0
198,40.77991,-73.95267,117,30,0,0.0,91,311,0,0,0,High,False,True,False,False,False,False,1
216,40.74443,-73.90885,125,1,14,3.68,1,288,2019,6,1,Low,False,False,True,False,False,False,0
63,40.72213,-73.97791,249,3,10,3.45,1,91,2019,6,1,Low,False,True,False,False,True,False,1
12,40.68736,-73.93827,400,2,13,5.34,1,278,2019,6,1,Low,True,False,False,False,False,False,1
148,40.67301,-73.97154,135,5,5,1.81,1,318,2019,6,1,Low,True,False,False,False,False,False,0
110,40.74284,-73.97967,150,1,22,7.02,1,29,2019,6,1,Low,False,True,False,False,False,False,0
92,40.824,-73.95229,50,4,15,4.55,1,4,2019,7,1,Low,False,True,False,False,True,False,0
186,40.74737,-73.9143,100,6,0,0.0,1,10,0,0,0,Low,False,False,True,False,False,False,0
199,40.77824,-73.97964,250,2,6,1.59,1,21,2019,7,1,Low,False,True,False,False,False,False,1
50,40.67387,-73.9424,100,3,5,2.03,4,250,2019,5,1,Medium,True,False,False,False,False,False,0
63,40.72583,-73.97945,168,3,20,5.22,1,30,2019,6,1,Low,False,True,False,False,False,False,0
199,40.79288,-73.9723,82,1,7,2.44,1,178,2019,7,1,Low,False,True,False,False,True,False,0
201,40.70195,-73.98309,85,2,10,4.05,1,1,2019,6,1,Low,True,False,False,False,True,False,0
93,40.76156,-73.98749,160,3,8,2.58,1,1,2019,7,1,Low,False,True,False,False,False,False,0
166,40.76213,-73.94893,160,4,9,3.38,1,33,2019,6,1,Low,False,True,False,False,False,False,0
117,40.71525,-73.98735,72,5,17,5.0,1,49,2019,6,1,Low,False,True,False,False,True,False,0
12,40.68382,-73.9204,150,3,15,4.89,1,75,2019,7,1,Low,True,False,False,False,False,False,0
166,40.76038,-73.95085,80,6,3,1.25,2,260,2019,5,1,Medium,False,True,False,False,True,False,0
76,40.77078,-73.82615,60,1,13,4.94,6,125,2019,6,1,High,False,False,True,False,True,False,0
12,40.68704,-73.9304,80,2,3,3.0,1,83,2019,6,1,Low,True,False,False,False,True,False,0
92,40.79943,-73.95376,150,3,6,1.59,1,10,2019,6,1,Low,False,True,False,False,False,False,0
73,40.64299,-73.95954,45,2,8,3.0,1,109,2019,6,1,Low,True,False,False,False,True,False,0
27,40.70002,-73.94054,35,30,1,0.26,14,341,2019,3,1,High,True,False,False,False,False,True,1
165,40.58891,-73.80181,50,1,1,0.67,1,179,2019,5,1,Low,False,False,True,False,True,False,0
67,40.73247,-73.8768,443,1,0,0.0,1,365,0,0,0,Low,False,False,True,False,True,False,1
72,40.7069,-74.00606,195,30,17,5.1,1,203,2019,6,1,Low,False,True,False,False,False,False,0
58,40.75985,-73.88233,70,1,1,0.41,1,89,2019,4,1,Low,False,False,True,False,False,True,0
125,40.74885,-73.98698,260,30,1,0.46,96,343,2019,5,1,High,False,True,False,False,False,False,1
125,40.75032,-73.97143,175,30,0,0.0,96,342,0,0,0,High,False,True,False,False,False,False,1
27,40.70005,-73.91295,42,2,0,0.0,2,311,0,0,0,Medium,True,False,False,False,True,False,0
72,40.70645,-74.01186,520,2,6,2.43,327,262,2019,6,1,High,False,True,False,False,False,False,1
211,40.71719,-73.94795,300,3,2,0.98,1,59,2019,6,1,Low,True,False,False,False,False,False,1
93,40.76291,-73.9875,250,30,0,0.0,96,303,0,0,0,High,False,True,False,False,False,False,1
135,40.74613,-73.97528,175,3,4,1.52,1,270,2019,6,1,Low,False,True,False,False,False,False,0
125,40.74909,-73.98657,170,30,1,0.51,96,345,2019,5,1,High,False,True,False,False,False,False,1
27,40.70083,-73.9122,42,2,0,0.0,2,125,0,0,0,Medium,True,False,False,False,True,False,0
92,40.82576,-73.94861,73,2,14,3.72,2,35,2019,7,1,Medium,False,True,False,False,True,False,0
117,40.71887,-73.99256,95,5,7,2.28,1,118,2019,6,1,Low,False,True,False,False,True,False,0
123,40.72355,-73.87456,100,30,1,0.77,1,323,2019,5,1,Low,False,False,True,False,False,False,0
135,40.7462,-73.97296,160,2,11,4.34,1,90,2019,7,1,Low,False,True,False,False,False,False,0
27,40.69179,-73.91404,45,1,24,6.61,1,167,2019,6,1,Low,True,False,False,False,True,False,0
50,40.66568,-73.94176,250,3,0,0.0,1,365,0,0,0,Low,True,False,False,False,False,False,1
110,40.74392,-73.98072,35,2,2,0.57,2,353,2019,5,1,Medium,False,True,False,False,False,True,0
12,40.68857,-73.9384,160,2,15,6.72,1,71,2019,7,1,Low,True,False,False,False,False,False,0
4,40.76475,-73.90918,69,3,0,0.0,1,73,0,0,0,Low,False,False,True,False,True,False,0
27,40.70107,-73.93934,35,30,1,0.35,14,341,2019,4,1,High,True,False,False,False,False,True,1
12,40.68965,-73.92908,110,4,13,3.71,1,161,2019,7,1,Low,True,False,False,False,False,False,0
211,40.71417,-73.94123,94,3,4,1.32,1,31,2019,6,1,Low,True,False,False,False,False,False,0
63,40.72849,-73.98576,82,30,0,0.0,8,365,0,0,0,High,False,True,False,False,True,False,0
27,40.70007,-73.93899,35,30,0,0.0,14,341,0,0,0,High,True,False,False,False,False,True,1
125,40.74758,-73.98276,299,3,8,2.89,1,306,2019,6,1,Low,False,True,False,False,False,False,1
90,40.73424,-73.99355,120,1,7,1.96,1,13,2019,6,1,Low,False,True,False,False,True,False,0
125,40.75492,-73.98027,382,3,0,0.0,1,201,0,0,0,Low,False,True,False,False,True,False,1
206,40.73508,-74.00004,204,4,3,1.36,1,6,2019,6,1,Low,False,True,False,False,False,False,0
182,40.6853,-73.76814,55,1,12,3.13,3,180,2019,6,1,Medium,False,False,True,False,True,False,0
185,40.73223,-73.98134,279,2,26,7.22,1,229,2019,7,1,Low,False,True,False,False,False,False,1
53,40.77134,-73.91328,52,1,5,1.6,2,188,2019,5,1,Medium,False,False,True,False,True,False,0
91,40.61572,-74.08901,300,5,1,0.58,1,174,2019,5,1,Low,False,False,False,True,False,False,1
125,40.74362,-73.98207,388,3,13,3.61,1,246,2019,6,1,Low,False,True,False,False,False,False,1
40,40.68464,-73.96151,40,6,1,0.31,1,17,2019,4,1,Low,True,False,False,False,True,False,0
72,40.7068,-74.00632,195,2,12,3.87,1,24,2019,6,1,Low,False,True,False,False,False,False,0
